epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,2883.61,0.79891,0.64736,1.11973,0.93424,0.97102,0.98663,0.86934,0.51791,0.38177,0.95112,0.000206458,0.000206458,0.000206458
179,2899.94,0.85184,0.78393,1.16466,0.94623,0.96492,0.98524,0.86758,0.51844,0.38668,0.95135,0.000198206,0.000198206,0.000198206
180,2912.34,0.7657,0.608,1.13745,0.9308,0.97219,0.98424,0.86394,0.51589,0.39711,0.95097,0.000189955,0.000189955,0.000189955
181,2926.92,0.76225,0.62627,1.09557,0.93801,0.96189,0.9844,0.86692,0.51188,0.39065,0.94996,0.000181703,0.000181703,0.000181703
182,2939.68,0.79361,0.59709,1.11247,0.95437,0.95183,0.98543,0.86884,0.51351,0.38796,0.95229,0.000173451,0.000173451,0.000173451
183,2954.24,0.82,0.65691,1.13489,0.94091,0.9657,0.98628,0.87288,0.51816,0.38123,0.95581,0.0001652,0.0001652,0.0001652
184,2967.06,0.77855,0.63388,1.11295,0.92925,0.96895,0.98649,0.87066,0.52236,0.3829,0.95651,0.000156948,0.000156948,0.000156948
185,2980.03,0.83055,0.72357,1.1644,0.94274,0.95364,0.98626,0.87469,0.51685,0.38201,0.95072,0.000148696,0.000148696,0.000148696
186,2998.56,0.75645,0.65281,1.10651,0.9449,0.95596,0.98571,0.87074,0.50575,0.38232,0.94745,0.000140445,0.000140445,0.000140445
187,3010.34,0.79353,0.62204,1.13072,0.94808,0.95392,0.98478,0.8699,0.50495,0.38525,0.95013,0.000132193,0.000132193,0.000132193
188,3022.59,0.75166,0.59483,1.09007,0.951,0.95618,0.98487,0.86967,0.51073,0.3856,0.95011,0.000123941,0.000123941,0.000123941
189,3036.26,0.8101,0.64386,1.15647,0.94676,0.96316,0.98497,0.87415,0.51495,0.38311,0.94879,0.00011569,0.00011569,0.00011569
190,3048.86,0.86893,0.82157,1.22124,0.92924,0.97544,0.98415,0.87201,0.50416,0.37648,0.94294,0.000107438,0.000107438,0.000107438
191,3070.53,0.85778,0.70382,1.35469,0.94485,0.96182,0.9843,0.86486,0.51295,0.38312,0.94598,9.91865e-05,9.91865e-05,9.91865e-05
192,3084.81,0.66928,0.54615,1.11961,0.93523,0.97117,0.98527,0.85618,0.54025,0.38646,0.95793,9.09349e-05,9.09349e-05,9.09349e-05
193,3101.42,0.74898,0.56296,1.13672,0.93871,0.97324,0.98822,0.86338,0.53182,0.38054,0.95455,8.26832e-05,8.26832e-05,8.26832e-05
194,3114.09,0.6708,0.47294,1.10395,0.94843,0.96414,0.98861,0.86555,0.52059,0.3779,0.94922,7.44316e-05,7.44316e-05,7.44316e-05
195,3126.85,0.66941,0.63323,1.13344,0.93863,0.97647,0.98862,0.87037,0.51966,0.37716,0.94672,6.61799e-05,6.61799e-05,6.61799e-05
196,3142.35,0.60889,0.4693,1.04608,0.93785,0.97491,0.98792,0.87269,0.51516,0.3766,0.94284,5.79283e-05,5.79283e-05,5.79283e-05
197,3158.08,0.64941,0.47457,1.07522,0.9361,0.97544,0.98738,0.87655,0.50887,0.37249,0.93972,4.96766e-05,4.96766e-05,4.96766e-05
198,3177.37,0.57127,0.44583,1.03893,0.9406,0.9711,0.9874,0.88003,0.50053,0.37173,0.93555,4.1425e-05,4.1425e-05,4.1425e-05
199,3196.05,0.57105,0.4661,1.0381,0.94055,0.96918,0.98743,0.88147,0.49762,0.37222,0.93245,3.31733e-05,3.31733e-05,3.31733e-05
200,3215.12,0.55869,0.42538,1.03455,0.94049,0.9657,0.98761,0.88266,0.48941,0.36831,0.92804,2.49217e-05,2.49217e-05,2.49217e-05
